ISIN,BSE,Company,NSE,Sector,Industry,Link
INE423A01024,512599,Adani Enterpris,ADANIENT,TRADING,SERVICES,/india/stockpricequote/trading/adanienterprises/AE13
INE123F01029,513377,MMTC Ltd,MMTC,TRADING,SERVICES,/india/stockpricequote/trading/mmtcltd/MMT
INE418H01029,532749,Allcargo,ALLCARGO,TRANSPORT,SERVICES,/india/stockpricequote/transport/allcargogloballogistics/AGL02
INE111A01017,531344,Container Corp,CONCOR,TRANSPORT,SERVICES,/india/stockpricequote/transport/containercorporationindia/CCI
INE646L01027,539448,Interglobe Avi,INDIGO,TRANSPORT,SERVICES,/india/stockpricequote/transport/transportcorporationindia/IA04
INE802G01018,532617,Jet Airways,JETAIRWAYS,TRANSPORT,SERVICES,/india/stockpricequote/transport/jetairways/JA01
INE278M01019,539332,Navkar Corp,NAVKARCORP,TRANSPORT,SERVICES,/india/stockpricequote/transport/jetairways/NC02
INE366I01010,539118,VRL Logistics,VRLLOG,TRANSPORT,SERVICES,/india/stockpricequote/transport/aegislogistics/VL03
INE734N01019,,Snowman Logistics Ltd.,SNOWMAN,,SERVICES,
INE235A01022,500144,Finolex Cables,FINCABLES,CABLES,TELECOM,/india/stockpricequote/cablestelephone/finolexcables/FC01
INE089C01029,532374,Sterlite Techno,STRTECH,CABLES,TELECOM,/india/stockpricequote/cablestelephone/sterlitetechnologies/ST20
INE523B01011,532351,Aksh Optifibre,AKSHOPTFBR,CABLES,TELECOM,/india/stockpricequote/cablestelephone/akshoptifibre/AO03
INE458B01036,512296,Bhagyanagar Ind,BHAGYANGR,CABLES,TELECOM,/india/stockpricequote/cablestelephone/bhagyanagarindia/BI23
INE800A01015,500060,Birla Cable,BIRLACABLE,CABLES,TELECOM,/india/stockpricequote/cablestelephone/birlaericssonopticals/BEO
INE981B01011,517330,CMI,CMICABLES,CABLES,TELECOM,/india/stockpricequote/cablestelephone/cmi/CMI
INE074B01023,530555,Paramount Comm,PARACABLES,CABLES,TELECOM,/india/stockpricequote/cablestelephone/paramountcommunications/PC01
INE130B01031,517530,Surana Telecom,SURANAT&P,CABLES,TELECOM,/india/stockpricequote/cablestelephone/suranatelecompower/ST12
INE707A01012,517015,Vindhya Telelin,VINDHYATEL,CABLES,TELECOM,/india/stockpricequote/cablestelephone/vindhyatelelink/VT03
INE386C01029,532493,Astra Microwave,ASTRAMICRO,TELECOMMUNICATIONS,TELECOM,/india/stockpricequote/telecommunicationsequipment/astramicrowaveproducts/AMP01
INE548A01028,500183,HFCL,HFCL,TELECOMMUNICATIONS,TELECOM,/india/stockpricequote/telecommunicationsequipment/himachalfuturisticcommunication/HFC
INE121J01017,534816,Bharti Infratel,INFRATEL,TELECOMMUNICATIONS,TELECOM,/india/stockpricequote/telecommunicationsequipment/himachalfuturisticcommunication/BI14
INE248A01017,523610,ITI,ITI,TELECOMMUNICATIONS,TELECOM,/india/stockpricequote/telecommunicationsequipment/iti/ITI
INE397D01024,,Bharti Airtel Ltd.,BHARTIARTL,,TELECOM,
INE669E01016,,Idea Cellular Ltd.,IDEA,,TELECOM,
INE153A01019,,Mahanagar Telephone Nigam Ltd.,MTNL,,TELECOM,
INE330H01018,,Reliance Communications Ltd.,RCOM,,TELECOM,
INE151A01013,,Tata Communications Ltd.,TATACOMM,,TELECOM,
INE034A01011,500101,Arvind,ARVIND,TEXTILES,TEXTILES,/india/stockpricequote/textilesdenim/arvind/A18
INE032A01023,500020,Bombay Dyeing,BOMDYEING,TEXTILES,TEXTILES,/india/stockpricequote/diversified/bombaydyeingmanufacturingcompany/BDM
INE049A01027,514043,Himatsingka Sei,HIMATSEIDE,TEXTILES,TEXTILES,/india/stockpricequote/textilessyntheticsilk/himatsingkaseide/HS
INE483B01026,521016,Indo Count,ICIL,TEXTILES,TEXTILES,/india/stockpricequote/textilesspinningcottonblended/indocountindustries/ICI07
INE602G01020,521248,Kitex Garments,KITEX,TEXTILES,TEXTILES,/india/stockpricequote/textilesreadymadeapparels/kitexgarments/KG01
INE930H01023,532889,KPR Mill,KPRMILL,TEXTILES,TEXTILES,/india/stockpricequote/textilesreadymadeapparels/kprmill/M15
INE761H01022,532827,Page Industries,PAGEIND,TEXTILES,TEXTILES,/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35
INE301A01014,500330,Raymond,RAYMOND,TEXTILES,TEXTILES,/india/stockpricequote/textileswoollenworsted/raymond/R
INE895B01021,533552,Rupa and Comp,RUPA,TEXTILES,TEXTILES,/india/stockpricequote/textiles-hosiery-knitwear/rupacompany/RC14
INE647A01010,503806,SRF,SRF,TEXTILES,TEXTILES,/india/stockpricequote/textilesmanmade/srf/SRF
INE064C01014,521064,Trident,TRIDENT,TEXTILES,TEXTILES,/india/stockpricequote/textilesspinningcottonblended/trident/AI01
INE825A01012,502986,Vardhman Text,VTL,TEXTILES,TEXTILES,/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10
INE192B01031,514162,Welspun India,WELSPUNIND,TEXTILES,TEXTILES,/india/stockpricequote/textilesweaving/welspunindia/WI03
INE665A01038,503310,Swan Energy,SWANENERGY,TRADING,TEXTILES,/india/stockpricequote/trading/swanmills/SM09
INE589G01011,,Bombay Rayon Fashions Ltd.,BRFL,,TEXTILES,
INE187A01017,,JBF Industries Ltd.,JBFIND,,TEXTILES,
INE792I01017,532941,Cords Cable Ind,CORDSCABLE,CABLES,,/india/stockpricequote/cablespowerothers/cordscableindustries/CCI07
INE878B01027,517569,KEI Industries,KEI,CABLES,,/india/stockpricequote/cablespowerothers/keiindustries/KEI
INE279A01012,504212,Universal Cable,UNIVCABLES,CABLES,,/india/stockpricequote/cablespowerothers/universalcables/UC
INE111B01023,526881,63 Moons Tech,63MOONS,COMPUTERS,,/india/stockpricequote/computerssoftware/financialtechnologies/FT02
INE793A01012,532268,Accelya Kale,ACCELYA,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/kaleconsultants/KAL
INE020G01017,532774,Accel Frontline,AFL,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/accelfrontline/AF29
INE676A01019,500463,AGC Networks,AGCNET,COMPUTERS,,/india/stockpricequote/telecommunicationsequipment/agcnetworks/AGC
INE835G01018,532633,ALLSEC Tech,ALLSEC,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/allsectechnologies/ALL01
INE266F01018,532475,Aptech,APTECHT,COMPUTERS,,/india/stockpricequote/computerssoftwaretraining/aptech/A11
INE132H01018,532668,aurionPro Sol,AURIONPRO,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/aurionprosolutions/PS12
INE526B01014,532386,California Soft,CALSOFT,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/californiasoftware/CS15
INE521J01018,533260,Career Point,CAREERP,COMPUTERS,,/india/stockpricequote/computerssoftwaretraining/careerpointinfosystems/CPI05
INE345B01019,532413,Cerebra Int,CEREBRAINT,COMPUTERS,,/india/stockpricequote/computershardware/cerebraintegratedtechnologies/CIT
INE070C01037,532456,Compuage Info,COMPINFO,COMPUTERS,,/india/stockpricequote/computershardware/compuageinfocom/CI29
INE453B01029,532339,Compucom Soft,COMPUSOFT,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/compucomsoftware/CS14
INE627H01017,532801,Cambridge Tech,CTE,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/cambridgetechnologyenterprises/CTE
INE214A01019,532173,Cybertech,CYBERTECH,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/cybertechsystemssoftware/CSS
INE365B01017,532528,Datamatics Glob,DATAMATICS,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/datamaticsglobalservices/DGS01
INE250K01012,533146,D-Link India,DLINKINDIA,COMPUTERS,,/india/stockpricequote/miscellaneous/dlinkindia/DLI01
INE417B01040,532365,Dynacons Sys,DSSL,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/dynaconssystemssolutions/DSS01
INE741L01018,534674,Ducon Infratech,DUCON,COMPUTERS,,/india/stockpricequote/computers-software/duconinfratechnologies/DT9
INE063J01011,533109,EuroMult,EUROMULTI,COMPUTERS,,/india/stockpricequote/computershardware/euromultivision/EM02
INE688J01015,533090,Excel Realty,EXCEL,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/excelinfoways/EI07
INE512B01022,532666,FCS Software,FCSSOFT,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/fcssoftwaresolutions/FCS
INE727B01026,506109,Genesys Int,GENESYS,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/genesysinternationalcorporation/GIC10
INE170I01016,532859,Hinduja Global,HGS,COMPUTERS,,/india/stockpricequote/computerssoftware/hindujaglobalsolutions/HGS01
INE353A01023,500189,Hinduja Venture,HINDUJAVEN,COMPUTERS,,/india/stockpricequote/computerssoftware/hindujaventures/HV
INE596H01014,532761,HOV Services,HOVS,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/hovservices/HOV
INE486J01014,533154,Infinite Comp,INFINITE,COMPUTERS,,/india/stockpricequote/computerssoftware/infinitecomputersolutionsindia/ICS01
INE848A01014,532341,IZMO,IZMO,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/logixmicrosystems/LM02
INE164B01022,519602,Kellton Tech,KELLTONTEC,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/vasanthimarinefoods/VMF
INE898S01029,539289,Majesco,MAJESCO,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/tanlasolutions/M19
INE759A01021,523704,Mastek,MASTEK,COMPUTERS,,/india/stockpricequote/computerssoftware/mastek/M
INE110B01017,517344,Mindteck,MINDTECK,COMPUTERS,,/india/stockpricequote/computerssoftware/mindteckindia/MI35
INE096B01018,531209,Nucleus Softwar,NUCLEUS,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/nucleussoftware/NS
INE229A01017,517536,Onward Tech,ONWARDTEC,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/onwardtechnologies/OT
INE763A01023,532254,Polaris Consult,POLARIS,COMPUTERS,,/india/stockpricequote/computerssoftware/polarissoftwarelab/PSL01
INE306L01010,539678,Quick Heal Tech,QUICKHEAL,COMPUTERS,,/india/stockpricequote/computerssoftware/polarissoftwarelab/QHT
INE411H01032,532735,R Systems Intl,RSYSTEMS,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/rsystemsinternational/RSI01
INE667G01015,590051,Saksoft,SAKSOFT,COMPUTERS,,/india/stockpricequote/computerssoftware/saksoft/S12
INE231F01020,532663,Sasken Tech,SASKEN,COMPUTERS,,/india/stockpricequote/computerssoftware/saskencommunicationtechnologies/SCT01
INE178C01020,532419,Smartlink Net,SMARTLINK,COMPUTERS,,/india/stockpricequote/computershardware/smartlinknetworksystems/SNS01
INE737B01033,532172,Sphere Global,SPHEREGSL,COMPUTERS,,/india/stockpricequote/mediaentertainment/colorchips/CC22
INE201K01015,533121,SQS India BFSI,SQSBFSI,COMPUTERS,,/india/stockpricequote/computerssoftware/thinksoftglobalservices/TGS01
INE483C01032,532790,Tanla Solutions,TANLA,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/tanlasolutions/TS11
INE482B01010,533982,Tera Software,TERASOFT,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/tanlasolutions/TS14
INE236G01019,532513,TVS Electronics,TVSELECT,COMPUTERS,,/india/stockpricequote/computershardware/tvselectronics/TVS02
INE861A01058,532411,Visesh Infotech,VISESHINFO,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/viseshinfotechnics/VI15
INE692G01013,532616,Xchanging Sol,XCHANGING,COMPUTERS,,/india/stockpricequote/computerssoftwaremediumsmall/cambridgesolutions/CS20
INE646X01014,540824,Astron Paper & ,ASTRON,DIVERSIFIED,,/india/stockpricequote/diversified/voltas/APB
INE481Y01014,540755,General Insuran,GICRE,DIVERSIFIED,,/india/stockpricequote/plantationsteacoffee/gillandersarbuthnotco/GIC12
INE047B01011,532716,Gillanders Arbu,GILLANDERS,DIVERSIFIED,,/india/stockpricequote/plantationsteacoffee/gillandersarbuthnotco/GAC03
INE047A01021,500300,Grasim,GRASIM,DIVERSIFIED,,/india/stockpricequote/diversified/grasimindustries/GI01
INE765G01017,540716,ICICI Lombard ,ICICIGI,DIVERSIFIED,,/india/stockpricequote/diversified/grasimindustries/ILG
INE760A01029,523207,Kokuyo Camlin,KOKUYOCMLN,DIVERSIFIED,,/india/stockpricequote/diversified/camlin/C02
INE766P01016,540768,Mahindra Logist,MAHLOG,DIVERSIFIED,,/india/stockpricequote/diversified/3mindia/ML04
INE317F01035,505355,NESCO,NESCO,DIVERSIFIED,,/india/stockpricequote/diversified/nesco/NES
INE592A01026,502420,Orient Paper,ORIENTPPR,DIVERSIFIED,,/india/stockpricequote/diversified/orientpaperindustries/OPI
INE603A01013,506022,Prakash Ind,PRAKASH,DIVERSIFIED,,/india/stockpricequote/diversified/prakashindustries/PI18
INE123W01016,540719,SBI Life Insura,SBILIFE,DIVERSIFIED,,/india/stockpricequote/diversified/3mindia/SLI03
INE429C01035,502742,Sintex Ind,SINTEX,DIVERSIFIED,,/india/stockpricequote/diversified/sintexindustries/SI27
INE209A01019,500215,Agro Tech Foods,ATFL,EDIBLE,,/india/stockpricequote/edibleoilssolventextraction/agrotechfoods/ATF
INE488D01021,519105,AVT Natural,AVTNPL,EDIBLE,,/india/stockpricequote/edibleoilssolventextraction/avtnaturalproducts/AVT02
INE036B01022,524226,Guj Amb Exports,GAEL,EDIBLE,,/india/stockpricequote/edibleoilssolventextraction/gujaratambujaexports/GAE
INE314T01025,539725,Gokul Agro,GOKULAGRO,EDIBLE,,/india/stockpricequote/edibleoilssolventextraction/sanwariaagrooils/GAR
INE890C01046,519260,Sanwaria Consum,SANWARIA,EDIBLE,,/india/stockpricequote/edibleoilssolventextraction/sanwariaagrooils/SAO
INE464A01028,503960,Bharat Bijlee,BBL,ELECTRIC,,/india/stockpricequote/electricequipment/bharatbijlee/BB
INE244A01016,590031,De Nora India,DENORA,ELECTRIC,,/india/stockpricequote/electricequipment/denoraindia/DNI
INE076H01025,532658,Eon Electric,EON,ELECTRIC,,/india/stockpricequote/electricequipment/indoasianfusegear/IAF
INE292B01021,517271,HBL Power,HBLPOWER,ELECTRIC,,/india/stockpricequote/electricequipment/hblpowersystems/HBL02
INE634A01018,522064,Honda Siel,HONDAPOWER,ELECTRIC,,/india/stockpricequote/electricequipment/hondasielpowerproducts/HSP02
INE495S01016,540136,HPL Electric & ,HPL,ELECTRIC,,/india/stockpricequote/electricequipment/imppowers/HEP
INE065B01013,517571,IMP Powers,INDLMETER,ELECTRIC,,/india/stockpricequote/electricequipment/imppowers/IMP02
INE457F01013,517059,Salzer Electro,SALZERELEC,ELECTRIC,,/india/stockpricequote/electricequipment/salzerelectronics/SE01
INE272L01022,533298,Surana Solar,SURANASOL,ELECTRIC,,/india/stockpricequote/miscellaneous/suranaventures/SV05
INE409B01013,532051,Swelect Energy,SWELECTES,ELECTRIC,,/india/stockpricequote/electricequipment/numericpowersystems/NPS
INE152M01016,533655,Triveni Turbine,TRITURBINE,ELECTRIC,,/india/stockpricequote/electricequipment/havellsindia/TT14
INE918N01018,539331,Veto Switch,VETO,ELECTRIC,,/india/stockpricequote/electricequipment/hondasielpowerproducts/VSC01
INE855C01015,517498,Websol Energy,WEBELSOLAR,ELECTRIC,,/india/stockpricequote/miscellaneous/websolenergysystems/WSL
INE100D01014,504220,WS Industries,WSI,ELECTRIC,,/india/stockpricequote/electricequipment/wsindustries/WSI
INE320B01020,517544,Centum Electron,CENTUM,ELECTRICALS,,/india/stockpricequote/electricals/centumelectronics/CE10
INE935N01012,540699,Dixon Technolog,DIXON,ELECTRICALS,,/india/stockpricequote/electricals/centumelectronics/DT07
INE955D01029,530343,Genus Power,GENUSPOWER,ELECTRICALS,,/india/stockpricequote/electricals/genuspowerinfrastructures/GPI08
INE045A01017,517041,Ador Welding,ADORWELD,ELECTRODES,,/india/stockpricequote/electrodesgraphite/adorwelding/AW01
INE284A01012,500133,Esab India,ESABINDIA,ELECTRODES,,/india/stockpricequote/electrodesgraphite/esabindia/EI06
INE545A01016,509631,HEG,HEG,ELECTRODES,,/india/stockpricequote/electrodesgraphite/heg/HEG
INE731H01025,532762,Action Const,ACE,ENGINEERING,,/india/stockpricequote/engineeringheavy/actionconstructionequipment/ACE3
INE158B01016,523708,Eimco Elecon,EIMCOELECO,ENGINEERING,,/india/stockpricequote/engineeringheavy/eimcoeleconindia/EEI
INE826C01016,522217,Gujarat Apollo,GUJAPOLLO,ENGINEERING,,/india/stockpricequote/engineeringheavy/gujaratapolloindustries/GAI03
INE688E01024,505720,Hercules Hoists,HERCULES,ENGINEERING,,/india/stockpricequote/engineering/herculeshoists/HH01
INE900B01029,524109,Kabra Extrusion,KABRAEXTRU,ENGINEERING,,/india/stockpricequote/engineeringheavy/kabraextrusiontechnik/KET
INE885E01034,523792,Mazda,MAZDA,ENGINEERING,,/india/stockpricequote/engineering/mazda/M14
INE748A01016,532629,Mcnally Bh Engg,MBECL,ENGINEERING,,/india/stockpricequote/engineering/mcnallybharatengineering/MBE
INE239D01028,531092,OM Metals Infra,OMMETALS,ENGINEERING,,/india/stockpricequote/engineering/ommetalsinfraprojects/OMM02
INE450D01021,513519,Pitti Laminatio,PITTILAM,ENGINEERING,,/india/stockpricequote/engineering/pittilaminations/PL
INE170V01019,540642,Salasar Techno ,SALASAR,ENGINEERING,,/india/stockpricequote/engineering/pittilaminations/STE02
INE439E01022,538562,Skipper,SKIPPER,ENGINEERING,,/india/stockpricequote/engineering/pittilaminations/S21
INE419M01019,533553,TD Power System,TDPOWERSYS,ENGINEERING,,/india/stockpricequote/engineeringheavy/windsormachines/TPS01
INE509K01011,533216,Technofab Engg,TECHNOFAB,ENGINEERING,,/india/stockpricequote/engineering/technofabengineering/TE13
INE052A01021,522029,Windsor,WINDMACHIN,ENGINEERING,,/india/stockpricequote/engineeringheavy/windsormachines/WM01
INE146L01010,533293,Kirloskar Oil,KIRLOSENG,ENGINES,,/india/stockpricequote/engines/kirloskaroilengines/KOE03
INE250A01039,500243,Kirloskar Ind,KIRLOSIND,ENGINES,,/india/stockpricequote/engines/kirloskarindustries/KOE
INE277A01016,500407,Swaraj Engines,SWARAJENG,ENGINES,,/india/stockpricequote/engines/swarajengines/SE
INE528A01020,504704,GKW,GKWLIMITED,FASTENERS,,/india/stockpricequote/fasteners/gkw/GKW
INE334A01023,530759,Sterling Tools,STERTOOLS,FASTENERS,,/india/stockpricequote/fasteners/sterlingtools/ST
INE449G01018,537292,Agri-Tech,AGRITECH,FERTILISERS,,/india/stockpricequote/fertilisers/gujaratnarmadavalleyfertilizerscompany/ATI02
INE298I01015,532935,Aries Agro,ARIES,FERTILISERS,,/india/stockpricequote/miscellaneous/ariesagro/AA02
INE143A01010,500063,Oswal ChemandFe,BINDALAGRO,FERTILISERS,,/india/stockpricequote/fertilisers/oswalchemicalsfertilisers/OCF
INE558B01017,530011,Mangalore Chem,MANGCHEFER,FERTILISERS,,/india/stockpricequote/fertilisers/mangalorechemicalsfertilisers/MCF01
INE147A01011,590030,SPIC,SPIC,FERTILISERS,,/india/stockpricequote/fertilisers/southernpetrochemicalindustriescorporation/SPI01
INE840M01016,534742,Zuari Agro Chem,ZUARI,FERTILISERS,,/india/stockpricequote/fertilisers/mangalorechemicalsfertilisers/ZAC
INE217A01012,500780,Zuari Global,ZUARIGLOB,FERTILISERS,,/india/stockpricequote/fertilisers/zuariindustries/ZI01
INE674K01013,540691,AB Capital,ABCAPITAL,FINANCE,,/india/stockpricequote/finance-investments/adityabirlacapital/ABC9
INE914E01040,531082,Alankit,ALANKIT,FINANCE,,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/eurofinmart/EGJ
INE326B01027,531400,Almondz Global,ALMONDZ,FINANCE,,/india/stockpricequote/financeinvestments/almondzglobalsecurities/AGS
INE109C01017,531179,Arman Financial,ARMANFIN,FINANCE,,/india/stockpricequote/financeleasinghirepurchase/armanfinancialservices/AFS04
INE218C01016,509009,Ausom Enterp,AUSOMENT,FINANCE,,/india/stockpricequote/packaging/ausomenterprise/CE06
INE878K01010,533303,BF Investment,BFINVEST,FINANCE,,/india/stockpricequote/financeinvestments/bfinvestment/BFI
INE865C01022,532974,AB Money,BIRLAMONEY,FINANCE,,/india/stockpricequote/financegeneral/adityabirlamoney/ABM01
INE791A01024,532290,BLB,BLBLIMITED,FINANCE,,/india/stockpricequote/financeinvestments/blb/BLB
INE707C01018,511505,Capital Trust,CAPTRUST,FINANCE,,/india/stockpricequote/financeleasinghirepurchase/capitaltrust/CT
INE736A01011,0,CDSL,CDSL,FINANCE,,/india/stockpricequote/financeinvestments/ilandfsinvestmentmanagers/CDS
INE180C01026,531595,Capri Global,CGCL,FINANCE,,/india/stockpricequote/financegeneral/moneymattersfinancialservices/MMF05
INE559D01011,511413,Crest Ventures,CREST,FINANCE,,/india/stockpricequote/financehousing/sharyansresources/SR
INE921B01025,530393,DB (Int) Stock,DBSTOCKBRO,FINANCE,,/india/stockpricequote/financegeneral/dbinternationalstockbrokers/DBI
INE320L01011,533336,Dhunseri Invest,DHUNINV,FINANCE,,/india/stockpricequote/financegeneral/dhunseriinvestments/DI27
INE296H01011,532737,Emkay Global,EMKAY,FINANCE,,/india/stockpricequote/financegeneral/emkayglobalfinancialservices/EGF
INE007B01023,532285,Geojit Fin,GEOJITFSL,FINANCE,,/india/stockpricequote/financegeneral/geojitbnpparibasfinancialservices/GBN01
INE550B01014,532216,Hb Stockhol,HBSTOCK,FINANCE,,/india/stockpricequote/financeleasinghirepurchase/hbstockholdings/HBS
INE530B01024,532636,IIFL Holdings,IIFL,FINANCE,,/india/stockpricequote/financegeneral/indiainfoline/II15
INE841B01017,511473,Indbank Merchan,INDBANK,FINANCE,,/india/stockpricequote/financegeneral/indbankmerchantbankingservices/IMB
INE337M01013,533676,Indo Thai Secu,INDOTHAI,FINANCE,,/india/stockpricequote/financegeneral/lakshmifinanceindustrialcorporation/ITS
INE878H01016,533506,Inventure Grow,INVENTURE,FINANCE,,/india/stockpricequote/packaging/maxindia/IGS
INE050B01023,511208,ILandFS,IVC,FINANCE,,/india/stockpricequote/financeinvestments/ilandfsinvestmentmanagers/ILF02
INE824G01012,532642,JSW Holdings,JSWHL,FINANCE,,/india/stockpricequote/financeinvestments/jindalsouthwestholdings/JSW
INE681C01015,512597,Keynote Corp,KEYCORPSER,FINANCE,,/india/stockpricequote/financegeneral/keynotecorporateservices/KCS
INE060B01014,531892,Khandwala Sec,KHANDSE,FINANCE,,/india/stockpricequote/financegeneral/khandwalasecurities/KS15
INE029L01018,533302,Kalyani Invest,KICL,FINANCE,,/india/stockpricequote/financeinvestments/kalyaniinvestmentcompany/KIC04
INE850E01012,,Lakshmi Finance,LFIC,FINANCE,,/india/stockpricequote/financegeneral/lakshmifinanceindustrialcorporation/LFI01
INE348L01012,540749,MAS Financial S,MASFIN,FINANCE,,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/eurofinmart/MFS09
INE296G01013,511766,Muthoot Cap,MUTHOOTCAP,FINANCE,,/india/stockpricequote/financeinvestments/muthootcapitalservices/MCS02
INE245I01016,532895,Nagreeka Cap,NAGREEKCAP,FINANCE,,/india/stockpricequote/financeinvestments/nagreekacapitalinfrastructure/NCI
INE049I01012,532952,Nahar Capital,NAHARCAP,FINANCE,,/india/stockpricequote/financeinvestments/naharcapitalfinancialservices/NCF
INE365I01020,,NBI Industrial,NBIFIN,FINANCE,,/india/stockpricequote/financegeneral/lakshmifinanceindustrialcorporation/NBI02
INE023A01030,532256,Nalwa Sons,NSIL,FINANCE,,/india/stockpricequote/financegeneral/nalwasonsinvestment/NSI02
INE350C01017,530135,Optiemus Infra,OPTIEMUS,FINANCE,,/india/stockpricequote/financeleasinghirepurchase/akankshacellular/AF02
INE417C01014,539883,Pilani Invest,PILANIINVS,FINANCE,,/india/stockpricequote/financegeneral/motilaloswalfinancialservices/PII03
INE859A01011,532366,PNB Gilts,PNBGILTS,FINANCE,,/india/stockpricequote/financeinvestments/pnbgilts/PNB04
INE217K01011,540709,Reliance Home F,RHFL,FINANCE,,/india/stockpricequote/financehousing/canfinhomes/RHF01
INE019J01013,533259,Sasta Sundar,SASTASUNDR,FINANCE,,/india/stockpricequote/financegeneral/microsecfinancialservices/MFS
INE529F01027,512131,Signet Ind,SIGNET,FINANCE,,/india/stockpricequote/financeinvestments/signetindustries/SF22
INE923A01015,521194,SIL Invest,SILINV,FINANCE,,/india/stockpricequote/textilesspinningcottonblended/silinvestments/SIL16
INE577L01016,533316,STEL Holdings,STEL,FINANCE,,/india/stockpricequote/financeinvestments/sentinelteaexports/STE01
INE519C01017,533306,Summit Sec,SUMMITSEC,FINANCE,,/india/stockpricequote/financeinvestments/summitsecurities/SS56
INE660A01013,590071,Sundaram Fin,SUNDARMFIN,FINANCE,,/india/stockpricequote/financeleasinghirepurchase/sundaramfinance/SF20
INE911B01018,501242,TCI Finance,TCIFINANCE,FINANCE,,/india/stockpricequote/financeinvestments/tcifinance/TCI01
INE305A01015,526650,Tourism Finance,TFCILTD,FINANCE,,/india/stockpricequote/financetermlendinginstitutions/tourismfinancecorpindia/TFC
INE289C01025,511559,Times Guaranty,TIMESGTY,FINANCE,,/india/stockpricequote/financeleasinghirepurchase/timesguaranty/TG
INE701A01023,500439,Vardhman Hold,VHL,FINANCE,,/india/stockpricequote/textilesspinningsyntheticblended/vardhmanholdings/VH05
INE159N01027,537820,Viji Finance,VIJIFIN,FINANCE,,/india/stockpricequote/financegeneral/motilaloswalfinancialservices/VF08
INE709A01018,511333,VLS Finance,VLSFINANCE,FINANCE,,/india/stockpricequote/financeleasinghirepurchase/vlsfinance/VLS
INE726L01019,533452,Weizmann Forex,WEIZFOREX,FINANCE,,/india/stockpricequote/financeinvestments/weizmannforex/WF02
INE389K01018,533252,Welspun Invest,WELINV,FINANCE,,/india/stockpricequote/financeinvestments/welspuninvestmentscommercials/WIC01
INE982B01019,519183,ADF Foods,ADFFOODS,FOOD,,/india/stockpricequote/foodprocessing/adffoodsindustries/AF30
INE818H01020,532783,LT Foods,DAAWAT,FOOD,,/india/stockpricequote/foodprocessing/ltfoods/LTF
INE456C01012,519588,DFM Foods,DFMFOODS,FOOD,,/india/stockpricequote/miscellaneous/dfmfoods/DFM
INE393P01035,540724,Prataap Snacks ,DIAMONDYD,FOOD,,/india/stockpricequote/miscellaneous/dfmfoods/PS20
INE239A01016,500790,Nestle,NESTLEIND,FOOD,,/india/stockpricequote/foodprocessing/nestleindia/NI
INE302M01033,539351,Prabhat Dairy,PRABHAT,FOOD,,/india/stockpricequote/foodprocessing/skmeggproductsexportindia/PD07
INE411D01015,532143,SKM Egg Product,SKMEGGPROD,FOOD,,/india/stockpricequote/foodprocessing/skmeggproductsexportindia/SKM
INE488B01017,519091,Tasty Bite,TASTYBITE,FOOD,,/india/stockpricequote/foodprocessing/tastybiteeatables/TBE
INE694D01016,519156,Vadilal Ind,VADILALIND,FOOD,,/india/stockpricequote/foodprocessing/vadilalindustries/VI01
INE439A01020,515030,Asahi India,ASAHIINDIA,GLASS,,/india/stockpricequote/glassglassproducts/asahiindiaglass/AIG01
INE059D01020,526947,La Opala RG,LAOPALA,GLASS,,/india/stockpricequote/glassglassproducts/laopalarg/LOR
INE075I01017,539787,Healthcare Glob,HCG,HOSPITALS,,/india/stockpricequote/hospitals-medical-services/healthcareglobalenterprises/HGE
INE681B01017,532150,Indraprastha,INDRAMEDCO,HOSPITALS,,/india/stockpricequote/hospitalsmedicalservices/indraprasthamedicalcorporation/IMC03
